0	1	2319.286
0	2	94.963
0	3	2801.924
0	4	3206.665000000001
5	6	39.116
5	7	281.02199999999993
5	8	243.321
9	10	1756.8970000000002
9	11	1775.445
9	12	121.87299999999999
13	14	2220.595
13	15	1947.651
16	17	8.229
16	18	83.92099999999999
19	20	3460.6339999999996
19	21	1592.335
19	22	4930.593
23	24	4426.030000000001
23	25	6498.4529999999995
23	26	7537.573
27	28	18.868
27	29	578.3990000000001
30	31	8988.594000000001
30	32	5379.047999999999
30	33	3263.474
30	34	1085.7959999999998
35	36	11.181
35	37	253.515
35	38	66.55799999999999
39	40	1035.8039999999999
41	42	2683.0550000000007
41	43	1408.7240000000002
41	44	560.619
45	46	2766.6899999999996
45	47	67.173
45	48	2042.1830000000007
49	50	26.738
49	51	38.887
49	52	1699.5360000000005
53	54	38.408
53	55	1210.5339999999999
56	57	60.454
56	58	4381.437
56	59	6378.878999999999
51	50	21.592
51	60	3873.7850000000008
61	54	26.1
61	53	50.395999999999994
61	62	2300.2739999999994
63	64	3763.2529999999983
63	65	3413.8619999999996
63	66	2267.191
67	68	586.613
67	69	22.689
70	71	1175.2639999999997
70	67	19.634999999999998
72	73	502.666
72	74	48.062
75	76	43.550000000000004
75	77	39.091
75	78	951.3430000000001
79	80	18.131
79	81	14.052
82	83	486.139
82	84	1802.6629999999996
82	85	1691.6269999999995
76	86	25.740000000000002
81	87	30.175
88	62	1054.7700000000002
88	89	6625.644000000002
88	90	3812.225
91	92	3258.2480000000005
91	93	2083.546
91	94	1420.9779999999998
95	96	7.009
87	97	23.788
87	98	8.308
98	79	37.70799999999999
99	100	4655.635
99	15	3394.4790000000003
99	14	3673.2739999999994
101	102	25.271
103	104	2340.2819999999997
103	105	961.5100000000001
103	106	235.398
107	108	4429.126000000001
109	110	33.302
111	112	486.78200000000004
111	113	1512.8209999999995
111	114	1010.5120000000001
110	115	33.593
110	101	22.306
102	116	51.397999999999996
102	117	2609.8420000000006
80	81	18.908
80	118	856.5129999999999
97	98	22.739
97	119	2147.829
120	121	143.371
120	122	400.651
120	60	4372.917000000001
123	124	23.078000000000003
123	125	128.725
121	120	143.371
121	126	63.858
126	127	83.161
126	128	358.28900000000004
129	130	28.218000000000004
129	131	1027.8500000000001
132	133	14.963
132	134	48.56
135	132	12.404
136	137	791.8209999999999
136	138	4549.1140000000005
136	139	571.4529999999999
140	141	32.374
