4.8	4.88142
4.80503	4.87625
4.81006	4.87304
4.8151	4.89026
4.82014	4.89894
4.82519	4.90768
4.83024	4.89559
4.8353	4.91293
4.84036	4.9271
4.84543	4.9345
4.85051	4.93581
4.85559	4.95414
4.86067	4.94801
4.86576	4.95553
4.87086	4.96153
4.87596	4.9447
4.88106	4.96278
4.88618	4.96397
4.89129	4.98587
4.89642	4.98207
4.90154	4.97521
4.90668	4.99543
4.91182	4.98865
4.91696	5.01505
4.92211	4.99955
4.92726	5.01641
4.93242	4.99424
4.93759	5.0359
4.94276	5.00844
4.94794	5.01867
4.95312	5.02614
4.95831	5.03381
4.9635	5.03407
4.9687	5.04208
4.9739	5.05561
4.97911	5.07861
4.98432	5.06738
4.98954	5.08178
4.99477	5.07669
5	5.08529
