0.5	1.35454	1.25369	2.19446	1.00001
0.530134	1.4444	1.30701	2.20579	1.02971
0.562085	1.5296	1.33839	2.21774	1.06029
0.595961	1.66003	1.39369	2.23036	1.09177
0.631879	1.76503	1.44885	2.24367	1.1242
0.669962	1.88504	1.49105	2.2577	1.15759
0.71034	2.02288	1.54212	2.27248	1.19198
0.753152	2.18369	1.60122	2.28805	1.22739
0.798543	2.29132	1.63107	2.30445	1.26386
0.846671	2.44141	1.68762	2.32169	1.30142
0.897699	2.59811	1.74766	2.33982	1.34011
0.951802	2.75394	1.7977	2.35887	1.37996
1.00917	2.93497	1.8616	2.37888	1.42102
1.06999	3.14195	1.92941	2.39986	1.46332
1.13447	3.37149	1.98483	2.42185	1.50691
1.20285	3.55913	2.05441	2.44488	1.55185
1.27534	3.80404	2.11323	2.46897	1.59819
1.35221	4.03231	2.17054	2.49415	1.64599
1.4337	4.26326	2.2346	2.52043	1.69533
1.52011	4.56353	2.32051	2.54784	1.74629
1.61173	4.82627	2.41353	2.57637	1.79897
1.70886	5.11756	2.48224	2.60605	1.8535
1.81185	5.41244	2.5457	2.63688	1.91002
1.92105	5.82091	2.70259	2.66885	1.96874
2.03683	6.17367	2.781	2.70196	2.0299
2.15959	6.51793	2.83378	2.7362	2.09383
2.28975	6.96365	2.96361	2.77155	2.16099
2.42775	7.39193	3.10503	2.80798	2.23201
2.57406	7.92077	3.22522	2.84546	2.30777
2.7292	8.41331	3.36877	2.88396	2.38961
2.89369	8.90763	3.46762	2.92342	2.47953
3.06809	9.69774	3.69528	2.96379	2.58075
3.253	10.4267	3.8695	3.00501	2.69859
3.44905	11.2243	4.0145	3.04701	2.84249
3.65692	12.2072	4.32353	3.0897	3.03035
3.87732	13.2126	4.56917	3.13299	3.29966
4.111	14.9675	5.35003	3.17678	3.73999
4.35877	17.7456	6.59773	3.22095	4.61251
4.62147	24.1237	9.79768	3.26537	7.01158
4.9	52.8505	26.0481	3.30991	24.9959
