1	0.208175	x	0.2
1	0.208634	x	0.228571
2	0.300661	x	0.333333
2	0.300272	x	0.32
2	0.303439	x	0.326531
3	0.378006	x	0.347826
3	0.374189	x	0.358209
4	0.43834	x	0.484848
5	0.488443	x	0.533333
6	0.535698	x	0.505263
8	0.601726	x	0.615385
10	0.65258	x	0.683761
12	0.688665	x	0.75
14	0.716808	x	0.722581
18	0.744402	x	0.685714
22	0.779217	x	0.758621
27	0.807883	x	0.737201
33	0.813776	x	0.8
40	0.833896	x	0.901408
49	0.855517	x	0.846652
61	0.867029	x	0.897059
75	0.878075	x	0.860421
92	0.894646	x	0.906404
112	0.902145	x	0.985699
138	0.907714	x	0.901961
169	0.924862	x	0.933057
208	0.938036	x	0.943846
255	0.943941	x	0.955056
314	0.953243	x	0.96727
385	0.955525	x	0.937881
473	0.963607	x	0.950515
581	0.964695	x	0.963915
713	0.972641	x	0.982771
875	0.975382	x	0.947611
1075	0.978992	x	0.986465
1320	0.981909	x	0.980501
1621	0.98593	x	0.981904
1990	0.988747	x	0.993386
2443	0.989455	x	0.986921
3000	0.99168	x	0.988088
