1	0.206389	x	0.198413
1	0.206969	x	0.215517
2	0.293176	x	0.271739
2	0.29229	x	0.3125
2	0.292742	x	0.324675
3	0.368146	x	0.357143
3	0.368042	x	0.337838
4	0.424911	x	0.471698
5	0.480736	x	0.440141
6	0.531873	x	0.539568
8	0.600853	x	0.649351
10	0.649259	x	0.675676
12	0.686239	x	0.7109
14	0.717195	x	0.714286
18	0.764554	x	0.721154
22	0.788501	x	0.792507
27	0.816959	x	0.767045
33	0.8334	x	0.805664
40	0.857656	x	0.867679
49	0.870966	x	0.910104
61	0.885159	x	0.947205
75	0.891837	x	0.90231
92	0.899786	x	0.823782
112	0.916632	x	0.913242
138	0.929328	x	0.961538
169	0.925234	x	0.900469
208	0.939784	x	0.964392
255	0.950193	x	1.01255
314	0.951186	x	0.945555
385	0.959906	x	0.986168
473	0.970032	x	0.964991
581	0.969384	x	0.969626
713	0.976565	x	0.959571
875	0.979426	x	0.978309
1075	0.98177	x	0.99009
1320	0.985913	x	0.9951
1621	0.988177	x	0.98938
1990	0.98942	x	0.980025
2443	0.992602	x	1.00942
3000	0.992831	x	0.996201
