0.5	0.505341	0.587539	1.00019	1.00011
0.530134	0.534371	0.592324	1.06052	1.02984
0.562085	0.566526	0.601269	1.1245	1.06045
0.595961	0.599064	0.60564	1.19235	1.09199
0.631879	0.636011	0.616225	1.26432	1.12447
0.669962	0.67408	0.623776	1.34066	1.15794
0.71034	0.715947	0.628719	1.42164	1.19243
0.753152	0.756497	0.6404	1.50755	1.22796
0.798543	0.806503	0.646809	1.59872	1.26459
0.846671	0.85369	0.654798	1.69547	1.30235
0.897699	0.905038	0.668144	1.79817	1.3413
0.951802	0.957186	0.682853	1.90721	1.38148
1.00917	1.023	0.70137	2.02302	1.42295
1.06999	1.08135	0.725853	2.14607	1.46578
1.13447	1.1481	0.764703	2.27686	1.51004
1.20285	1.21441	0.795557	2.41595	1.55584
1.27534	1.295	0.843702	2.56398	1.60327
1.35221	1.36838	0.893534	2.72164	1.65248
1.4337	1.45628	0.946839	2.88972	1.70362
1.52011	1.54639	1.0075	3.06915	1.75691
1.61173	1.63908	1.06168	3.26097	1.81261
1.70886	1.7352	1.12127	3.46644	1.87108
1.81185	1.8494	1.17607	3.68706	1.93279
1.92105	1.95446	1.23151	3.92469	1.99841
2.03683	2.07365	1.2868	4.18169	2.06886
2.15959	2.20431	1.33532	4.46111	2.1455
2.28975	2.33103	1.37621	4.7671	2.23037
2.42775	2.48209	1.4208	5.10548	2.32667
