3011250	10.0226
3029500	9.8946
3047750	9.93171
3066000	10.0092
3084250	9.96424
3102500	9.95389
3120750	9.95227
3139000	9.99256
3157250	10.0134
3175500	9.99514
3193750	9.96264
3212000	9.96419
3230250	9.96165
3248500	9.95213
3266750	9.97373
3285000	9.99534
3303250	10.0068
3321500	10.0016
3339750	9.99345
3358000	9.98221
3376250	9.98489
3394500	9.98819
3412750	9.98752
3431000	9.98848
3449250	9.97415
3467500	9.96585
3485750	9.96417
3504000	9.95327
3522250	9.9636
3540500	9.96932
3558750	9.96584
3577000	9.97525
3595250	9.9775
3613500	9.97714
3631750	9.96804
3650000	9.96576
3668250	9.97224
3686500	9.97182
3704750	9.97531
3723000	9.97114
3741250	9.96012
3759500	9.95777
3777750	9.95818
3796000	9.96042
3814250	9.95887
3832500	9.955
3850750	9.956
3869000	9.95175
3887250	9.94981
3905500	9.94501
3923750	9.94354
3942000	9.94358
3960250	9.94131
3978500	9.9377
3996750	9.93603
4015000	9.93459
4033250	9.92817
4051500	9.9245
4069750	9.92296
4088000	9.92354
4106250	9.92435
4124500	9.91937
4142750	9.91347
4161000	9.91156
4179250	9.91633
4197500	9.91506
4215750	9.91607
4234000	9.91821
4252250	9.91995
4270500	9.91784
4288750	9.91789
4307000	9.92233
4325250	9.92142
4343500	9.92447
4361750	9.92852
4380000	9.93203
4398250	9.93272
4416500	9.93416
4434750	9.93833
4453000	9.94053
4471250	9.93734
4489500	9.93681
4507750	9.93428
4526000	9.93112
4544250	9.92808
4562500	9.92802
4580750	9.92852
4599000	9.93142
4617250	9.93162
4635500	9.9299
4653750	9.92713
4672000	9.92826
4690250	9.92568
4708500	9.92424
4726750	9.92128
4745000	9.92106
4763250	9.92244
4781500	9.92288
4799750	9.92392
4818000	9.9234
4836250	9.92064
4854500	9.92084
4872750	9.92109
4891000	9.92135
4909250	9.91986
4927500	9.92039
4945750	9.91935
4964000	9.91824
4982250	9.91821
5000500	9.9178
5018750	9.91692
5037000	9.91501
5055250	9.9141
5073500	9.91262
5091750	9.91392
5110000	9.91558
5128250	9.91704
5146500	9.91702
5164750	9.91736
5183000	9.91614
5201250	9.9144
5219500	9.91451
5237750	9.9147
5256000	9.91805
5274250	9.9173
5292500	9.91762
5310750	9.9186
5329000	9.91966
5347250	9.92054
5365500	9.91865
5383750	9.91808
5402000	9.91606
5420250	9.91741
5438500	9.91791
5456750	9.91758
5475000	9.92049
5493250	9.92169
5511500	9.92089
5529750	9.92027
5548000	9.91992
5566250	9.91822
5584500	9.91764
5602750	9.91543
5621000	9.91482
5639250	9.91706
5657500	9.9187
5675750	9.91919
5694000	9.9196
5712250	9.92189
5730500	9.92297
5748750	9.92326
5767000	9.92373
5785250	9.92478
5803500	9.92389
5821750	9.92344
5840000	9.92267
5858250	9.92433
5876500	9.92614
5894750	9.92803
5913000	9.93019
5931250	9.93022
5949500	9.92878
5967750	9.92779
5986000	9.9278
