300	0.930615	x	0.952381	p	0.123883	px	0.110296	p2	0.364553	p2x	0.371861	208.444	262.835	190.634
387	0.937456	x	0.936762	p	0.137923	px	0.139225	p2	0.397607	p2x	0.427929	245.596	333.624	233.126
500	0.945546	x	0.953971	p	0.145234	px	0.144154	p2	0.42374	p2x	0.41838	297.445	427.383	288.13
646	0.954867	x	0.94652	p	0.159124	px	0.150883	p2	0.464548	p2x	0.455936	374.69	543.206	345.902
835	0.960567	x	0.991098	p	0.170782	px	0.164553	p2	0.491559	p2x	0.485069	441.399	692.397	424.548
1078	0.96695	x	0.967141	p	0.178883	px	0.168206	p2	0.509983	p2x	0.485929	554.289	885.164	528.238
1392	0.97221	x	0.982357	p	0.18994	px	0.181186	p2	0.53572	p2x	0.532851	686.897	1127.6	646.278
1798	0.975232	x	0.97837	p	0.197378	px	0.20799	p2	0.552522	p2x	0.575241	824.404	1443.11	804.566
2323	0.981368	x	0.986883	p	0.201693	px	0.204007	p2	0.562904	p2x	0.568375	1000	1854.47	1015.37
3000	0.983368	x	0.994695	p	-nan(ind)	px	0.200834	p2	0.582166	p2x	0.571362	1000	-nan(ind)	1253.5
