3037500	10.659
3075000	10.6287
3112500	10.5962
3150000	10.6761
3187500	10.6894
3225000	10.6717
3262500	10.6699
3300000	10.7282
3337500	10.7295
3375000	10.7282
3412500	10.7398
3450000	10.7336
3487500	10.7107
3525000	10.7061
3562500	10.7093
3600000	10.7158
3637500	10.7169
3675000	10.7199
3712500	10.721
3750000	10.7081
3787500	10.6962
3825000	10.6949
3862500	10.6865
3900000	10.6769
3937500	10.6714
3975000	10.6655
4012500	10.6605
4050000	10.6504
4087500	10.6412
4125000	10.6358
4162500	10.6292
4200000	10.6313
4237500	10.6303
4275000	10.6276
4312500	10.6357
4350000	10.6449
