0.5	1.34714	1.25995	1.50003	1.22476
0.530134	1.43701	1.29317	1.59045	1.26113
0.562085	1.54436	1.34273	1.68631	1.29859
0.595961	1.65374	1.39911	1.78797	1.33715
0.631879	1.75384	1.43473	1.89575	1.37687
0.669962	1.89777	1.49863	2.01004	1.41777
0.71034	2.03868	1.52667	2.13124	1.45989
0.753152	2.12322	1.58387	2.25975	1.50327
0.798543	2.28043	1.63803	2.39604	1.54795
0.846671	2.44416	1.69858	2.54058	1.59397
0.897699	2.64275	1.73855	2.69387	1.64137
0.951802	2.78874	1.80404	2.85647	1.6902
1.00917	2.97112	1.8657	3.02896	1.74052
1.06999	3.14629	1.90955	3.21195	1.79238
1.13447	3.33122	1.95276	3.40613	1.84584
1.20285	3.55071	2.06133	3.61223	1.90096
1.27534	3.74225	2.09337	3.83103	1.95783
1.35221	4.00961	2.15277	4.0634	2.01653
1.4337	4.27272	2.2587	4.31028	2.07716
1.52011	4.57563	2.34204	4.57272	2.13985
1.61173	4.81758	2.39226	4.85187	2.20474
1.70886	5.13527	2.48612	5.14906	2.27201
1.81185	5.44373	2.58172	5.46578	2.3419
1.92105	5.78079	2.68825	5.80374	2.41471
2.03683	6.16704	2.7594	6.16498	2.49081
2.15959	6.54958	2.86406	6.55189	2.57074
2.28975	6.88899	2.95898	6.96744	2.65519
2.42775	7.46031	3.12497	7.41527	2.74517
2.57406	7.92098	3.27578	7.90011	2.8421
2.7292	8.41046	3.38483	8.42818	2.94809
2.89369	9.0819	3.50629	9.00803	3.06635
3.06809	9.51942	3.54011	9.65186	3.20194
3.253	10.2714	3.74696	10.3781	3.3633
3.44905	11.2864	4.0852	11.216	3.56517
3.65692	12.0902	4.44356	12.216	3.83524
3.87732	13.5478	4.78899	13.4743	4.23063
4.111	15.1808	5.08081	15.1999	4.88509
4.35877	16.7438	6.05536	17.9569	6.17995
4.62147	22.8363	9.70675	23.9826	9.68003
4.9	48.437	22.5169	61.4198	35.2801
