30	0.0305429	x	0.0282977	p	0.978339	px	0.978307	p2	0.98529	p2x	0.981406	1	0.64984	0.4413
41	0.0662814	x	0.0650335	p	0.939506	px	0.934685	p2	0.97226	p2x	0.968763	1.90266	2.48026	1.13734
57	0.138481	x	0.13377	p	0.830619	px	0.843924	p2	0.93948	p2x	0.950657	7.10656	9.65474	3.44964
78	0.287776	x	0.290984	p	0.499416	px	0.4938	p2	0.66044	p2x	0.649518	28.6088	39.0455	26.4857
107	0.453089	x	0.453213	p	0.20899	px	0.194386	p2	0.299084	p2x	0.284667	73.6511	86.2007	74.998
148	0.550293	x	0.562934	p	0.1261	px	0.11924	p2	0.185865	p2x	0.175834	116.735	129.337	120.492
203	0.634288	x	0.638434	p	0.0890918	px	0.0830458	p2	0.130798	p2x	0.124771	174.327	186.142	176.448
279	0.705538	x	0.708411	p	0.0661085	px	0.063269	p2	0.100007	p2x	0.0974607	242.755	260.556	251.098
384	0.76694	x	0.767131	p	0.0558617	px	0.0565115	p2	0.0866562	p2x	0.0882405	343.067	362.549	350.724
529	0.818695	x	0.818716	p	0.0514257	px	0.0521494	p2	0.0803819	p2x	0.0807778	483.87	501.796	486.478
727	0.857873	x	0.862243	p	0.0510755	px	0.051047	p2	0.0791527	p2x	0.0775439	655.267	689.868	669.456
1000	0.893287	x	0.889618	p	0.0486903	px	0.0491742	p2	0.076134	p2x	0.0752612	918.037	951.31	923.866
