4.8	4.86042
4.80503	4.90602
4.81006	4.89445
4.8151	4.87794
4.82014	4.90318
4.82519	4.92683
4.83024	4.92091
4.8353	4.90522
4.84036	4.93
4.84543	4.93612
4.85051	4.9426
4.85559	4.93723
4.86067	4.9451
4.86576	4.95613
4.87086	4.94362
4.87596	4.94005
4.88106	4.96
4.88618	4.96953
4.89129	4.98278
4.89642	4.98814
4.90154	4.98236
4.90668	5.00485
4.91182	4.98595
4.91696	5.01233
4.92211	5.02283
4.92726	5.00075
4.93242	5.00369
4.93759	5.02262
4.94276	5.03037
4.94794	5.0336
4.95312	5.03268
4.95831	5.04917
4.9635	5.05529
4.9687	5.04608
4.9739	5.06197
4.97911	5.06048
4.98432	5.06446
4.98954	5.07245
4.99477	5.07307
5	5.08823
