0.5	0.775181	0.756168	1.00002	1.00001
0.530134	0.82306	0.779982	1.06029	1.02971
0.562085	0.884455	0.799904	1.1242	1.06029
0.595961	0.946346	0.829586	1.19196	1.09177
0.631879	1.01585	0.849819	1.26382	1.1242
0.669962	1.08586	0.882094	1.34	1.15759
0.71034	1.15605	0.913659	1.42079	1.19198
0.753152	1.25158	0.946343	1.50645	1.22739
0.798543	1.34267	0.987012	1.59729	1.26386
0.846671	1.42888	1.02235	1.69362	1.30142
0.897699	1.55464	1.06755	1.79579	1.34011
0.951802	1.69046	1.11692	1.90414	1.37996
1.00917	1.77817	1.16118	2.01906	1.42102
1.06999	1.92159	1.22462	2.14097	1.46332
1.13447	2.07009	1.26548	2.2703	1.50691
1.20285	2.2302	1.33787	2.40754	1.55185
1.27534	2.40559	1.40755	2.55319	1.59819
1.35221	2.5916	1.45432	2.7078	1.64599
1.4337	2.75718	1.51197	2.87199	1.69533
1.52011	2.96429	1.56293	3.04641	1.74629
1.61173	3.17286	1.6426	3.2318	1.79897
1.70886	3.47816	1.74915	3.42896	1.8535
1.81185	3.68555	1.79546	3.63882	1.91002
1.92105	3.9472	1.84554	3.8624	1.96874
2.03683	4.25279	1.92737	4.1009	2.0299
2.15959	4.75688	2.07052	4.35574	2.09383
2.28975	5.07638	2.13934	4.62859	2.16099
2.42775	5.6916	2.24735	4.92151	2.23201
2.57406	6.09613	2.36508	5.23709	2.30777
2.7292	6.85223	2.50183	5.57869	2.38961
2.89369	7.97946	2.74908	5.95086	2.47953
3.06809	9.2421	2.92398	6.35998	2.58075
3.253	11.1502	3.26342	6.81553	2.69859
3.44905	14.8982	4.20332	7.3325	2.84249
3.65692	20.8432	4.32723	7.93648	3.03035
3.87732	35.3181	8.41975	8.67579	3.29966
4.111	79.6768	17.4461	9.65544	3.73999
4.35877	162.757	35.8366	11.1579	4.61251
4.62147	256.11	82.0806	14.302	7.01158
4.9	397.49	129.982	33.1599	24.9959
