0.5	0.877156	0.886847	1.00019	1.00011
0.530134	0.946469	0.915521	1.06052	1.02984
0.562085	1.00957	0.951835	1.1245	1.06045
0.595961	1.08817	0.990616	1.19235	1.09199
0.631879	1.15786	1.03237	1.26432	1.12447
0.669962	1.24737	1.06453	1.34066	1.15794
0.71034	1.33954	1.11823	1.42164	1.19243
0.753152	1.44023	1.14893	1.50755	1.22796
0.798543	1.55789	1.22234	1.59872	1.26459
0.846671	1.67788	1.27244	1.69547	1.30235
0.897699	1.79659	1.33302	1.79817	1.3413
0.951802	1.93702	1.38768	1.90721	1.38148
1.00917	2.08904	1.45429	2.02302	1.42295
1.06999	2.23039	1.51155	2.14607	1.46578
1.13447	2.3896	1.57359	2.27686	1.51004
1.20285	2.55061	1.64842	2.41595	1.55584
1.27534	2.71978	1.70298	2.56398	1.60327
1.35221	2.91435	1.78012	2.72164	1.65248
1.4337	3.13408	1.87446	2.88972	1.70362
1.52011	3.33726	1.93991	3.06915	1.75691
1.61173	3.60791	2.01835	3.26097	1.81261
1.70886	3.78635	2.09596	3.46644	1.87108
1.81185	4.11074	2.19366	3.68706	1.93279
1.92105	4.30905	2.26995	3.92469	1.99841
2.03683	4.60837	2.37294	4.18169	2.06886
2.15959	4.96201	2.41499	4.46111	2.1455
2.28975	5.30202	2.54455	4.7671	2.23037
2.42775	5.72604	2.56863	5.10548	2.32667
2.57406	6.14261	2.78128	5.48488	2.43963
2.7292	6.63931	2.84832	5.91882	2.57832
2.89369	7.15087	3.00223	6.43011	2.75957
3.06809	7.64697	3.00696	7.06111	3.01751
3.253	8.42071	3.17675	7.90126	3.43032
3.44905	9.20299	3.38689	9.18	4.21265
3.65692	10.5867	3.9518	11.7235	6.17402
3.87732	12.4819	4.42243	22.5598	16.332
4.111	16.5479	5.31615	1e+10	1e+10
4.35877	31.7776	10.954	1e+10	1e+10
4.62147	110.117	52.7434	1e+10	1e+10
4.9	295.573	97.601	1e+10	1e+10
